ID   Title   Description  Google_Product_Category   Link   Image_Link   Additional_Image_Link   Availability   Price   SalePrice   GTIN   MPN   Brand   Product_Type   Product_Type_Key   NoOfReviews   Product_Rating   Filters   Adult   Mobile_Link   Condition   Item_Group_ID   Color   Gender   Age_Group   Material   Pattern   Size   Size_Type   Size_System   Cross_Sellers_Product_Id   Seller_Name   Seller_IDshipping   shipping_weight   shipping_height   shipping_width   shipping_length   shipping_labelmulti_pack   is_bundle   promotion_id   promo_textcustom_label_0   adwords_redirect   excluded_destination   unit_pricing_measure   unit_pricing_base_measure   display_ads_title   display_ads_value   map_price   model_number
00382	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/00382	https://www.petmate.com/file/products/AP09.CAMO.jpg		In Stock	9.99	9.99	029695003820		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.CAMO.jpg	new	dog collars & leashes	brown							US										0	FALSE						EACH	EACH	AP CLR SM 3/4inch X 14-18inch  Paracord  CAMO			00382
00385	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/00385	https://www.petmate.com/file/products/AP09.PINK_WIDOW.jpg		In Stock	12.99	12.99	029695003851		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.PINK_WIDOW.jpg	new	dog collars & leashes	pink							US										0	FALSE						EACH	EACH	AP CLR MD 1inch X 18-22inch Paracord PINK			00385
00386	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/00386	https://www.petmate.com/file/products/AP09.CAMO.jpg		In Stock			029695003868		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.CAMO.jpg	new	dog collars & leashes	brown							US										0	FALSE						EACH	EACH	AP CLR MD 1inch X 18-22inch Paracord CAMO			00386
00389	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/00389	https://www.petmate.com/file/products/AP09.PINK_WIDOW.jpg		In Stock	12.99	12.99	029695003899		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.PINK_WIDOW.jpg	new	dog collars & leashes	pink							US										0	FALSE						EACH	EACH	AP CLR LG 1inch X 22-26inch Paracord PINK			00389
00390	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/00390	https://www.petmate.com/file/products/AP09.CAMO.jpg		In Stock	10.99	10.99	029695003905		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.CAMO.jpg	new	dog collars & leashes	brown							US										0	FALSE						EACH	EACH	AP CLR LG 1inch X 22-26inch Paracord CAMO			00390
00400	Petmate Sky Kennel 36" L x 27" H	The Petmate&reg; Sky Kennel&reg; is the ideal kennel for your pet's comfort and security. This heavy-duty 36' kennel features high- strength plastic construction, durable wire doors that interlock for added security, 360-degree wire ventilation windows to promote healthy air flow, non-corrosive plastic wing-nuts for durable assembly. and secure easy to operate door latches for safety. The Sky Kennel is considered the Gold standard for pet travel allowing your pet to feel at home even when traveling. Each kennel includes "Live Animal" identification labels and a dual food and water cup. The Sky Kennel is also eco-friendly and made from recycled materials. Meets most air travel requirements. Please contact your specific airline before traveling for verification of their specific requirements. Plastic made in the USA, handle and other components imported.PRODUCT NOTE: Interior Dimensions: 32.5" L x 22.25" W x 26" HFor assembly instructions, visit petmate.com/kennel-instructions	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Kennel & Run Accessories	https://www.petmate.com/product/00400	https://www.petmate.com/file/products/00400.LIGHT_GRAY.jpg		In Stock	119.95	119.95	029695004001		Petmate	dog travel	27	0		PM12, 00700, 26600, 26592, 10400	no	https://www.petmate.com/file/products/00400.LIGHT_GRAY.jpg	new	dog travel	gray							US										0	FALSE						EACH	EACH	PM SKY KENNEL VAULT DOOR 50 TO 70LBS			00400
00500	Petmate Sky Kennel 40" L x 30" H	The Petmate&reg; Sky Kennel&reg; is the ideal kennel for your pet's comfort and security. This 40" heavy-duty kennel features high- strength plastic construction, durable wire doors that interlock for added security, 360-degree wire ventilation windows to promote healthy air flow, non-corrosive plastic wing-nuts for durable assembly. and secure easy to operate door latches for safety. The Sky Kennel is considered the Gold standard for pet travel allowing your pet to feel at home even when traveling. Each kennel includes "Live Animal" identification labels and a dual food and water cup. The Sky Kennel is also eco-friendly and made from recycled materials. Meets most air travel requirements. Please contact your specific airline before traveling for verification of their specific requirements. Plastic made in the USA, handle and other components imported.PRODUCT NOTE: Interior Dimensions: 36.25" L x 24.75" W x 28.8" HSHIPPING NOTE: Due to the size and weight of this item, there is a delivery surcharge that will be applied at checkout.For assembly instructions, visit petmate.com/kennel-instructions	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Kennel & Run Accessories	https://www.petmate.com/product/00500	https://www.petmate.com/file/products/PM11.LIGHT_GRAY.jpg		In Stock	159.95	159.95	029695005008		Petmate	dog travel	27	0		PM07, PM60,  26600, PM99, PP24, G7P01	no	https://www.petmate.com/file/products/PM11.LIGHT_GRAY.jpg	new	dog travel	gray							US										0	FALSE						EACH	EACH	PM SKY KENNEL VAULT DOOR 70 TO 90LBS			00500
00700	Petmate Giant Sky Kennel	The Petmate&reg; Giant Sky Kennel&reg; with Vaulted Door provides your pet with comfort and security. This heavy-duty kennel features high- strength plastic construction, durable wire doors that interlock for added security, 360-degree wire ventilation windows to promote healthy air flow, non-corrosive plastic wing-nuts for durable assembly and secure easy to operate door with a four-way latching system for added safety of your pet. The Sky Kennel is considered the Gold standard for pet travel. Each kennel includes &quot;Live Animal&quot; labels, identification stickers, and a dual food and water cup. The Sky Kennel is also eco-friendly and made from recycled materials. Meets most air travel requirements, please contact your airline before traveling for verification of their specific requirements. Plastic made in the USA, handle and other components imported. &nbsp; PRODUCT NOTE: Interior Dimensions: 44" L x 29" W x 32.5" H &nbsp; SHIPMENT NOTE: Due to the size and weight of this item, there is a delivery surcharge that will be applied at checkout. &nbsp; For assembly instructions, visit petmate.com/kennel-instructions 	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Kennel & Run Accessories	https://www.petmate.com/product/00700	https://www.petmate.com/file/products/00700.LIGHT_GRAY.jpg		In Stock	299.95	299.95	029695007002		Petmate	dog kennels & carriers	23	0		PM07, 23592, 10400, 500002, 21700, 420252	no	https://www.petmate.com/file/products/00700.LIGHT_GRAY.jpg	new	dog kennels & carriers	gray							US										0	FALSE						EACH	EACH	PM SKY KENNEL 90 TO 125LBS			00700
00784	Aspen Pet Stay A Round	The patented Aspen Pet&reg; Stay A Round&trade; provides your dog with complete 360-degree, tangle-free mobility. Features a built-in, removable, non-tip bowl to provide your dog with fresh water or food while out and about. The Stay A Round is lightweight, portable and the outdoor stakes store conveniently under the unit.  Ideal for use with a cable tie-out in yards without fences, or at outdoor locations like parks and fields. For smaller spaces, the Stay A Round works with a standard leash. Made from heavy-duty molded plastic. One size suitable for dogs up to 60lbs. Tie out and leash sold separately. Dogs known to be aggressive in nature should not be left unattended while on tie-out chain/cable. Pet Parents should check the security of their  tie-out system regularly.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/00784	https://www.petmate.com/file/products/00784.BLUE_YELLOW.jpg		In Stock	9.99	9.99	029695007842		ASPEN PET	dog collars & leashes	20	0		3439815, 3442030, 3434016, 0324046, 0305797, 033420000	no	https://www.petmate.com/file/products/00784.BLUE_YELLOW.jpg	new	dog collars & leashes	blue							US										0	FALSE						EACH	EACH	AP Pet Bowl Go Round Tie Out Large			00784
00785	Petmate Scoop 'N' Hide Litter Scoop	Finally a way to keep the litter scoop both handy and hidden! Petmate&reg; Scoop 'N' Hide is a clean and efficient litter scoop with a custom designed storage unit. The perfect solution on where to keep the litter scoop in between box cleanings. Hinged stand discreetly hides scoop until you are ready to use it. The easy-to-clean scoop sifts all types of litter and features a deep bucket scoop with built-in rake. Made in the USA.	Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Litter Boxes	https://www.petmate.com/product/00785	https://www.petmate.com/file/products/50260.ASSORTED_COLORS.jpg		Out of Stock	14.99	14.99	723503007856		Petmate	cat waste management	16	0		42123, 42083, 22853, 29004, 22150, 50099,	no	https://www.petmate.com/file/products/50260.ASSORTED_COLORS.jpg	new	cat waste management	silver							US										0	FALSE						EACH	EACH	SCOOP 'N' HIDE LITTER SCOOP			00785
01400	Chuckit! Treat Tote	A Chuckit!&reg; Treat Tote is a small pouch designed to carry a handful of your dog's favorite treats. Reward-based training  is made simple with this treat tote. Draw string closure secures treats inside and opens with one hand. Clips on to a belt or pocket and keeps treats accessible. This tote is made of durable pack cloth with a rip-stop liner. Small treat tote holds 1 cup or 0.25 liters, while the large treat tote holds 2 cups or 0.5 liters. Ships in random fun assorted colors.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Food	https://www.petmate.com/product/01400	https://www.petmate.com/file/products/01400.TREAT_TOTE_BLUE.jpg		In Stock	8.99	8.99	660048014003		Chuckit	dog feeding & watering	21	0		04200, 10400, 17020, 32305, PM75	no	https://www.petmate.com/file/products/01400.TREAT_TOTE_BLUE.jpg	new	dog feeding & watering	assorted							US										0	FALSE						EACH	EACH	CI TREAT TOTE 1 CUP			01400
01500	Chuckit! Treat Tote	A Chuckit!&reg; Treat Tote is a small pouch designed to carry a handful of your dog's favorite treats. Reward-based training  is made simple with this treat tote. Draw string closure secures treats inside and opens with one hand. Clips on to a belt or pocket and keeps treats accessible. This tote is made of durable pack cloth with a rip-stop liner. Small treat tote holds 1 cup or 0.25 liters, while the large treat tote holds 2 cups or 0.5 liters. Ships in random fun assorted colors.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Food	https://www.petmate.com/product/01500	https://www.petmate.com/file/products/01400.TREAT_TOTE_BLUE.jpg		In Stock	10.99	10.99	660048015000		Chuckit	dog feeding & watering	21	0		04200, 10400, 17020, 32305, PM75	no	https://www.petmate.com/file/products/01400.TREAT_TOTE_BLUE.jpg	new	dog feeding & watering	assorted							US										0	FALSE						EACH	EACH	CI TREAT TOTE 2 CUP			01500
02151	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02151	https://www.petmate.com/file/products/AP09.BLUE.jpg		In Stock	9.99	9.99	029695021510		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.BLUE.jpg	new	dog collars & leashes	blue							US										0	FALSE						EACH	EACH	AP CLR SM 3/4inchX14-18inch Paracord BLUE			02151
02152	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02152	https://www.petmate.com/file/products/AP09.BLUE.jpg		In Stock	12.99	12.99	029695021527		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.BLUE.jpg	new	dog collars & leashes	blue							US										0	FALSE						EACH	EACH	AP CLR MD 1inchX18-22inch Paracord BLUE			02152
02153	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02153	https://www.petmate.com/file/products/AP09.BLUE.jpg		In Stock	12.99	12.99	029695021534		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.BLUE.jpg	new	dog collars & leashes	blue							US										0	FALSE						EACH	EACH	AP CLR LG 1inchX22-26inch Paracord BLUE			02153
02154	Aspen Pet Paracord Dog Leash	Aspen Pet&reg; Paracord Dog Leashes are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these leashes are built to last. Use the chrome snap hook to attach to your dogs collar and wrap the handle around your wrist for more control over your dog during walks. Measures 5 feet in length. Matching collars available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02154	https://www.petmate.com/file/products/02154.BLUE.jpg		In Stock	19.99	19.99	029695021541		ASPEN PET	dog collars & leashes	20	0		AP09, 23367, 02345, 23626, PM75, 0324046	no	https://www.petmate.com/file/products/02154.BLUE.jpg	new	dog collars & leashes	blue							US										0	FALSE						EACH	EACH	AP LSH 3/4inchX5 Paracord BLUE			02154
02155	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02155	https://www.petmate.com/file/products/AP09.RED.jpg		In Stock	9.99	9.99	029695021558		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.RED.jpg	new	dog collars & leashes	red							US										0	FALSE						EACH	EACH	AP CLR SM 3/4inchX14-18inch Paracord RED			02155
02156	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02156	https://www.petmate.com/file/products/AP09.RED.jpg		In Stock	12.99	12.99	029695021565		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.RED.jpg	new	dog collars & leashes	red							US										0	FALSE						EACH	EACH	AP CLR MD 1inchX18-22inch Paracord RED			02156
02157	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02157	https://www.petmate.com/file/products/AP09.RED.jpg		In Stock	12.99	12.99	029695021572		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.RED.jpg	new	dog collars & leashes	red							US										0	FALSE						EACH	EACH	AP CLR LG 1inchX22-26inch Paracord RED			02157
02158	Aspen Pet Paracord Dog Leash	Aspen Pet&reg; Paracord Dog Leashes are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these leashes are built to last. Use the chrome snap hook to attach to your dogs collar and wrap the handle around your wrist for more control over your dog during walks. Measures 5 feet in length. Matching collars available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02158	https://www.petmate.com/file/products/02154.RED.jpg		In Stock	19.99	19.99	029695021589		ASPEN PET	dog collars & leashes	20	0		AP09, 23367, 02345, 23626, PM75, 0324046	no	https://www.petmate.com/file/products/02154.RED.jpg	new	dog collars & leashes	red							US										0	FALSE						EACH	EACH	AP LSH 3/4inchX5 Paracord RED			02158
02163	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02163	https://www.petmate.com/file/products/AP09.PINK.jpg		In Stock	9.99	9.99	029695021633		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.PINK.jpg	new	dog collars & leashes	pink							US										0	FALSE						EACH	EACH	AP CLR SM 3/4inchX14-18inch Paracord PINK			02163
02164	Aspen Pet Paracord Collar	Aspen Pet&reg; Paracord Dog Collars are intricately hand braided and designed with your pet's comfort in mind. Durably constructed using 550 paracord, these collars are built to last. Available in multiple colors and sizes. Matching leashes available.	Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel	https://www.petmate.com/product/02164	https://www.petmate.com/file/products/AP09.PINK.jpg		In Stock	12.99	12.99	029695021640		ASPEN PET	dog collars & leashes	20	0		02154, 02181, PM98, PM74, 10400, AP04,	no	https://www.petmate.com/file/products/AP09.PINK.jpg	new	dog collars & leashes	pink							US										0	FALSE						EACH	EACH	AP CLR MD 1inchX18-22inch Paracord PINK			02164
